,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,2,1,0,1,2,2,1
actual: pickup,1,2,6,8,0,1,4
actual: sit,3,1,4,6,0,0,2
actual: stand,1,0,5,6,1,0,2
actual: standff,1,1,1,0,0,4,1
actual: walk,2,2,1,3,5,30,7
actual: waving,0,1,2,6,6,14,4
